type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
T,2019-03-08 16:31:30,30.30159192,78.09400228,8,599.000,,7.400,42,9,17,,
T,2019-03-08 16:31:31,30.30164815,78.09405952,8,600.000,,7.950,39,10,19,,
T,2019-03-08 16:31:32,30.30170923,78.09412126,9,598.000,,8.430,40,8,17,,
T,2019-03-08 16:31:33,30.30176746,78.09417762,11,598.000,,8.430,40,8,17,,
T,2019-03-08 16:31:34,30.30184669,78.09425364,8,599.000,,10.020,39,7,16,,
T,2019-03-08 16:31:35,30.30193092,78.09434116,8,600.000,,10.270,39,10,18,,
T,2019-03-08 16:31:36,30.30200387,78.09442422,8,601.000,,10.760,42,11,18,,
T,2019-03-08 16:31:37,30.30208595,78.09449634,8,601.000,,11.030,39,9,16,,
T,2019-03-08 16:31:38,30.30216312,78.09456880,11,601.000,,11.030,39,9,16,,
T,2019-03-08 16:31:39,30.30224629,78.09465447,8,602.000,,12.180,41,10,19,,
T,2019-03-08 16:31:40,30.30232988,78.09473673,8,603.000,,12.180,41,10,19,,
T,2019-03-08 16:31:41,30.30242445,78.09481550,8,604.000,,12.380,40,10,18,,
T,2019-03-08 16:31:42,30.30250760,78.09491361,9,604.000,,12.610,40,11,19,,
T,2019-03-08 16:31:43,30.30260205,78.09500638,9,604.000,,13.290,40,11,18,,
T,2019-03-08 16:31:44,30.30269483,78.09509191,9,603.000,,13.020,40,9,17,,
T,2019-03-08 16:31:45,30.30278516,78.09517841,11,603.000,,13.020,40,9,17,,
T,2019-03-08 16:31:46,30.30286074,78.09521860,11,603.000,,12.050,41,11,19,,
T,2019-03-08 16:31:47,30.30295330,78.09529891,12,601.000,,12.030,41,9,17,,
T,2019-03-08 16:31:48,30.30302935,78.09538481,14,602.000,,11.720,41,10,19,,
T,2019-03-08 16:31:49,30.30312331,78.09548254,17,602.000,,11.970,42,8,17,,
T,2019-03-08 16:31:50,30.30320066,78.09556458,17,602.000,,11.960,42,10,20,,
T,2019-03-08 16:31:51,30.30328136,78.09564710,20,602.000,,11.960,42,10,20,,
T,2019-03-08 16:31:52,30.30335077,78.09572271,18,603.000,,11.450,41,9,18,,
T,2019-03-08 16:31:53,30.30342897,78.09580049,20,603.000,,11.450,41,9,18,,
T,2019-03-08 16:31:54,30.30350719,78.09587316,12,604.000,,11.440,41,10,19,,
T,2019-03-08 16:31:55,30.30358513,78.09595117,14,604.000,,11.440,41,10,19,,
T,2019-03-08 16:31:56,30.30361783,78.09598273,14,604.000,,9.340,39,11,18,,
T,2019-03-08 16:31:57,30.30366872,78.09601016,12,604.000,,7.530,31,11,17,,
T,2019-03-08 16:31:58,30.30372685,78.09605078,14,604.000,,7.530,31,11,17,,
T,2019-03-08 16:31:59,30.30377054,78.09607117,11,605.000,,6.900,32,11,20,,
T,2019-03-08 16:32:00,30.30382366,78.09610862,11,606.000,,6.900,31,11,20,,
T,2019-03-08 16:32:01,30.30386210,78.09614662,11,606.000,,6.750,39,12,19,,
T,2019-03-08 16:32:02,30.30391784,78.09618923,8,608.000,,8.730,43,10,17,,
T,2019-03-08 16:32:03,30.30397742,78.09624563,9,608.000,,8.720,42,9,19,,
T,2019-03-08 16:32:04,30.30402739,78.09630149,9,609.000,,7.890,41,11,19,,
T,2019-03-08 16:32:05,30.30408162,78.09635479,9,609.000,,7.890,41,11,19,,
